PropNum,Prop ID,Boro,AMPSDistrict,Prop Name,Site Name,Prop Location,Site Location,Acres,Category,Sub-Category,Rated,Reason Not Rated,Council District,ZipCode,COMMUNITYBOARD,Jurisdiction,NYSAssembly,NYSSenate,USCongress,Precinct,ComfortStation,PermitDistrict,GISBoro,GIS Site Location
XZ326,XZ326,X,05,University Malls,,University Ave Between Tenny Pl And 176,University Ave Between Tenny Pl And 176,0.253,Greenstreet,Type 1,0,Rated as X082,,,,DOT,,,,,0,,,
B379,B379,B,13,Coney Island Creek Park,,Bay View Ave. between Sea Gate Ave. and W. 33 St.,Bay View Ave. between Sea Gate Ave. and W. 33 St.,8.892,Large Park,Large Park,1,,,,,DPR,,,,,0,,,
BZ280,BZ280,B,06,GREENSTREET,,Clinton St btw Centre St & Mill St,Clinton St btw Centre St & Mill St,0.041,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
QZ50,QZ50,Q,05,Greenstreet,,Grand Av & Flushing Av & 64 St,Grand Av & Flushing Av & 64 St,0.06,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
QZ862,QZ862,Q,05,Greenstreet,,Eliot Av & 60 Lane,Eliot Av & 60 Lane,0.039,Greenstreet,,0,,,,,DOT,,,,,0,,,
XZ111,XZ111,X,06,Greenstreet,,Southern Blvd. & 182nd St.,Southern Blvd. & 182nd St.,0.304,Greenstreet,Type 1,0,rated as part of zone,,,,DOT,,,,,0,,,
R129,RR-02_temp1,R,02,Greenbelt Recreation Center-Building,,501 Brielle Avenue,501 Brielle Avenue,,Small Center,Recreation Center,1,,,,,DPR,,,,,0,,,
B169,B169-ZN01B,B,13,Coney Island Beach & Boardwalk,,"Corbin Pl. to W. 37 St., Boardwalk",Seacoast Ter To Coney Island Ave,7.646,Large Park,Beach Zone,1,,,,,DPR,,,,,1,,,
XZ138,XZ138,X,10,GREENSTREET,,New England Ty And Co-op City Blvd.,New England Ty And Co-op City Blvd.,0.091,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
BZ317,BZ317,B,13,GREENSTREET,,Shell Rd Between Neptune Ave & West 6th st,Shell Rd Between Neptune Ave & West 6th st,0.039,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
B169,B169-ZN02,B,13,Coney Island Beach & Boardwalk,,"Corbin Pl. to W. 37 St., Boardwalk",CONEY ISLAND AVE TO B. 2ND ST,0,Large Park,Beach Zone,0,Split,,,,DPR,,,,,0,,,
QZ568,QZ568,Q,13,Greenstreet,,139 Av Bet 228 St & 229 St,139 Av Bet 228 St & 229 St,0.047,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
MZ161,MZ161,M,10,Greenstreet,,Adam Clayton Powell Blvd Bet. 149 St & 150 st,Adam Clayton Powell Blvd Bet. 149 St & 150 st,0.044,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
MZG005,MZG005,M,10,GREENSTREET,,Lenox Ave Bet Central Park W and W 124 St,Lenox Ave Bet Central Park W and W 124 St,0.842,Greenstreet,Type 2,0,Just trees (Type 2),,,,DOT,,,,,0,,,
XZ161,XZ161,X,08,Van Cortlandt's Trail,,Broadway & Van Cortlandt Park South,Broadway & Van Cortlandt Park South,0.508,Greenstreet,,0,overlaps with X150L,,,,DOT,,,,,0,,,
MZ356,MZ356,M,05,Greenstreet,,Broadway & W 54 St S side,Broadway & W 54 St S side,0.008,Greenstreet,,0,,,,,DOT,,,,,0,,,
MZ380,MZ380,M,04,,,9th Ave & W 30 st S side,9th Ave & W 30 st S side,0.006,Greenstreet,,0,,,,,DOT,,,,,0,,,
XZ459,XZ459,X,05,,,"E tremont av, Webster av, & Valentine Av","E tremont av, Webster av, & Valentine Av",0.026,Greenstreet,,0,,,,,DOT,,,,,0,,,
QZ172,QZ172,Q,01,Greenstreet,,Astoria Bl & Newtown Av & 22nd St,Astoria Bl & Newtown Av & 22nd St,0.028,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
QS064,QS064,Q,10,P.S. 124,,S Conduit Ave. bet. 129 St. and 130 St.,S Conduit Ave. bet. 129 St. and 130 St.,0.815,,Null,0,,,,,DOE,,,,,,,,
Q076,Q076,Q,09,Legion Triangle,,"Rockaway Blvd., Eldert La.","Rockaway Blvd., Eldert La.",0.05,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
M123,M123,M,03,Peretz Square,,"E. 1 St., E. Houston St., 1 Ave. and Allen St.","E. 1 St., E. Houston St., 1 Ave. and Allen St.",0.192,Greenstreet,Type 1,1,,,,,DPR,,,,,0,,,
Q474A,Q474A,Q,04,Corona Taxpayers Association,,102 St. bet. Radcliff Ave. and Strong Ave.,102 St. bet. Radcliff Ave. and Strong Ave.,0.18,,,0,,,,,DPR,,,,,0,,,
Q166,Q166,Q,10,SHORE PARKWAY,,KINGS CO LINE TO SOUTHERN PKWY,KINGS CO LINE TO SOUTHERN PKWY,50.9,Other,EXWY,0,maintained by DOT,,,,DPR,,,,,0,,,
Q425,Q425,Q,06,Yellowstone Park,,Yellowstone Blvd. bet. 68 Ave. and 68 Rd.,Yellowstone Blvd. bet. 68 Ave. and 68 Rd.,1.745,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,1,,,
QZ1034,QZ1034,Q,06,,,Junction Blvd & 62nd Road,Junction Blvd & 62nd Road,0.028,Greenstreet,Type 1 Stormwater Greenstreet,0,,,,,DOT,,,,,0,,,
MZ417,MZ417,M,10,Greenstreet,,Adam Clayton Powell Blvd Bet. 123 St & 124 st,Adam Clayton Powell Blvd Bet. 123 St & 124 st,0.043,Greenstreet,,0,,,,,DOT,,,,,0,,,
B058,B058-ZN06,B,01,McCarren Park,,"Nassau Ave, Bayard, Leonard & N 12 Sts",Bedford And Nassau Aves,0.863,Large Park,Large Park Zone,1,,,,,DPR,,,,,0,,,
B283,B283,B,05,Belmont Playground,,Belmont Ave. between Forbell St. and Drew St.,Belmont Ave. between Forbell St. and Drew St.,0.682,Small Park,JOP,1,,,,,DPR/DOE,,,,,0,,,
M030A,M030A,M,01,Foley Square Court House,,"Court House, Worth, Pearl, Centre, Duane","Court House, Worth, Pearl, Centre, Duane",0.68,Small Park,Sitting Area/Triangle/Mall,0,"inefficiently rated as one of 3 separate small parks, now all rated with M030. 5/22/14 AB.",,,,DPR,,,,,0,,,
R097,R097,R,03,Ida Court,,"Drumgoole Rd. E., N. Railroad St., Ida Ct.","Drumgoole Rd. E., N. Railroad St., Ida Ct.",1.6,Small Park,Neighborhood Park,1,,,,,DPR,,,,,0,,,
MZ200,MZ200,M,10,GREENSTREET,,Lenox Ave Bet W 111 St And W 112 St,Lenox Ave Bet W 111 St And W 112 St,0.057,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
QZ533,QZ533,Q,13,Greenstreet,,115 Av & 217 St & 114 Rd,115 Av & 217 St & 114 Rd,0.067,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
B568,B568,B,05,Ashford Street Abundant Garden,,Ashford St. bet. Glenmore Ave. and Pitkin Ave.,Ashford St. bet. Glenmore Ave. and Pitkin Ave.,0.133,,,0,,,,,DPR,,,,,,,,
X165,X165,X,12,Edenwald Playground,,Schieffelin Ave. bet. E. 266 Dr. and E. 229 St.,Schieffelin Ave. bet. E. 266 Dr. and E. 229 St.,2.537,Small Park,JOP,1,,,,,DPR/NYCHA,,,,,1,,,
QZ314,QZ314,Q,06,Greenstreet,,Woodhaven Blvd (southbound) Bet. Union Tpke & 81 Rd   (2),Woodhaven Blvd (southbound) Bet. Union Tpke & 81 Rd   (2),0.039,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
X001A,X001A,X,05,Aqueduct Walk,,Dr. MLK Jr. Blvd. bet. W. Tremont Ave. and E. Fordham Rd.,Dr. MLK Jr. Blvd. bet. W. Tremont Ave. and E. Fordham Rd.,8.607,Large Park,Large Park,0,Rated as separate zones,,,,DPR,,,,,1,,,
B012,B012,B,08,Brower Park,,"St. Mark's Ave., Park Pl. bet. Brooklyn Ave. and Kingston Ave.","St. Mark's Ave., Park Pl. bet. Brooklyn Ave. and Kingston Ave.",7.047,Large Park,Large Park,1,,,,,DPR,,,,,1,,,
QZ464,QZ464,Q,11,Greenstreet,,Alameda Av bet. 244 St & 245 St (6),Alameda Av bet. 244 St & 245 St (6),0.043,Greenstreet,Type 1,0,Rated as Q262,,,,DOT,,,,,0,,,
M323,M323,M,11,Diamante Garden,,E. 118 St. bet. 1 Ave. and 2 Ave.,E. 118 St. bet. 1 Ave. and 2 Ave.,0.186,Small Park,Greenthumb,0,,,,,DPR,,,,,0,,,
M208B,M208B,M,11,Each One Teach One,,"Lexington Ave., E. 129 St. to E. 130 St.","Lexington Ave., E. 129 St. to E. 130 St.",0.059,Small Park,Neighborhood Plgd,0,rated as M208D-01,,,,DPR,,,,,0,,,
RZ259,RZ259,R,02B,GREENSTREET,,Hylan Bet. Grasmere And Roderick,Hylan Bet. Grasmere And Roderick,0.093,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
M369,M369,M,03,Pier 42,,South Side of FDR Dr. at Gouverneur St.,South Side of FDR Dr. at Gouverneur St.,7.782,Other,Pier,0,,,,,DPR,,,,,0,,,
QZ974,QZ974,Q,11,,,hollis court blvd & 193 st,hollis court blvd & 193 st,0.02,Greenstreet,,0,,,,,DOT,,,,,0,,,
Q453,Q453,Q,13,Queens Farm Park,,Little Neck Pkwy. bet. 73 Rd. and 74 Ave.,Little Neck Pkwy. bet. 73 Rd. and 74 Ave.,47.08,Large Park,Large Park,0,Mostly maintained as a concession. Soccer rated as Small Park. Rate CS in House.,,,,DPR,,,,,0,,,
Q122,Q122,Q,03,Junction Playground,,34 Ave. bet. 96 St. and Junction Blvd.,34 Ave. bet. 96 St. and Junction Blvd.,0.54,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,0,,,
BG576,BG576,B,19,Greenstreet,,"Grand Army Plaza, ESE island in group north of center monument","Grand Army Plaza, ESE island in group north of center monument",0.038,Greenstreet,Type 1 Greenstreet,0,,,,,DOT,,,,,0,,,
RZ200,RZ200,R,02,GREENSTREET,,Richmond And Yukon,Richmond And Yukon,0.099,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
B029,B029-ZN01,B,08,Eastern Parkway,,Eastern Pkwy. bet. Grand Army Plaza and Ralph Ave.,"Prospect Park Plaza, Washington Ave",0.849,Large Park,Large Park Zone,1,,,,,DPR,,,,,0,,,
Q005,Q005-ZN03,Q,12,Baisley Pond Park,,"N. Conduit Ave., 116 Ave. bet. 150 St., Suptin Blvd., and Baisley Blvd. S.","119th Ave, Lake View Blvd East, 122nd Ave, Baisley Blvd South, to 155th St",15.772,Large Park,Large Park Zone,1,,,,,DPR,,,,,1,,,
B289,B289,B,15,Cutinella Triangle,,"Ave. W, W. 6 St. and 86 St.","Ave. W, W. 6 St. and 86 St.",0.076,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
QZ497,QZ497,Q,12,Greenstreet,,193 St bet. Jamaica Av & Hillside Av     (2),193 St bet. Jamaica Av & Hillside Av     (2),0.054,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
XZ27,XZ27,X,09,GREENSTREET,,Noble And Story,Noble And Story,0.042,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
M010,M010-ZN30,M,13,Central Park,,"5 Av To Central Park W, 59 St To 110 St","CPW, 85 St Transverse, West Drive To 96 St",29.354,Large Park,Flagship Park Zone,1,,,,,DPR,,,,,0,,,
XZ341,XZ341,X,08,GREENSTREET,,Sedgwick Ave. And Hillman Ave.,Sedgwick Ave. And Hillman Ave.,0.03,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
B142,B142,B,01,Bedford Playground,,Bedford Ave. bet. S. 9 St. and Division Ave.,Bedford Ave. bet. S. 9 St. and Division Ave.,0.996,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,1,,,
MZ124,MZ124,M,03,Schiff Malls,,Delancey St Bet. Ludlow & Essex,Delancey St Bet. Ludlow & Essex,0.056,Greenstreet,Type 1,0,Rated as M080,,,,DOT,,,,,0,,,
Q001,Q001-04,Q,07A,Alley Pond Park,,"Little Neck Bay to Springfield Blvd, Union Tpke",Horatio Pkwy & 50th Ave,0.667,Small Park,Plgd Within Park,1,,,,,DPR,,,,,1,,,
RZ146,RZ146,R,02,GREENSTREET,,Richmond And Amsterdam,Richmond And Amsterdam,0.055,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
X300,X300,X,05,Davidson Playground,,W. 180 St. bet. Davidson Ave. and Grand,W. 180 St. bet. Davidson Ave. and Grand,0.207,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,0,,,
X191B,X191B,X,10,Park,,Hollywood Ave. bet. Randall Ave. and Schley Ave.,Hollywood Ave. bet. Randall Ave. and Schley Ave.,0,,,0,,,,,-,,,,,0,,,
BZ136,BZ136,B,10,GREENSTREET,,Bay 8th St & Shore Pkwy Service Rd,Bay 8th St & Shore Pkwy Service Rd,0.007,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
B543,B543,B,05,East New York Farms Garden,,Livonia Ave. bet. Hendrix St. and Van Siclen Ave.,Livonia Ave. bet. Hendrix St. and Van Siclen Ave.,0.101,,,0,,,,,DPR,,,,,0,,,
MZ322,MZ322,M,03,GREENSTREET,,Grand St & Clinton St,Grand St & Clinton St,0.005,Greenstreet,,0,,,,,DOT,,,,,0,,,
QZ162,QZ162,Q,13,Greenstreet,,Cross Island Pkwy & 81 Av & 244 St,Cross Island Pkwy & 81 Av & 244 St,0.01,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
Q277,Q277,Q,12,South Gate Mall,,Southgate Plaza bet. 140 Ave. and 139 Ave.,Southgate Plaza bet. 140 Ave. and 139 Ave.,0.145,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
R031,R031-ZN02,R,03,Wolfe's Pond Park,,"Holton Ave., Chisolm St., Luten Ave., Arbutus Ave. and Raritan Bay","Cornelia Ave, Hylan Blvd, Holten Ave, Raritan Bay",104.787,Large Park,Beach Zone,1,,,,,DPR,,,,,1,,,
B488,B488,B,03,Red Gate Garden,,Marcy Ave. and Willoughby Ave.,Marcy Ave. and Willoughby Ave.,0.104,Small Park,Greenthumb,0,,,,,DPR,,,,,0,,,
X078,X078,X,03,Franklin Triangle,,3 Ave. at Franklin Ave.,3 Ave. at Franklin Ave.,0.12,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
B382B,B382B,B,01,Jacob's Ladder Playground,,Clymer St. to Morton St. between Kent Ave. and Wythe Ave.,Clymer St. to Morton St. between Kent Ave. and Wythe Ave.,1.085,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,0,,,
MZ389,MZ389,M,06,,,1st av & 20 st,1st av & 20 st,0.071,Greenstreet,,0,,,,,DOT,,,,,0,,,
Q360D,Q360D,Q,02,Park,,54 Ave. bet. 48 St. and 50 St.,54 Ave. bet. 48 St. and 50 St.,0.005,Other,STRIP,0,EXWY,,,,DPR,,,,,0,,,
XZ232,XZ232,X,01,GREENSTREET,,Bruckner And Southern,Bruckner And Southern,0.054,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
X128-XZ475,X128-XZ475,X,06,Wade Triangle,,Quarry Rd & Oak Tree Pl,Quarry Rd & Oak Tree Pl,0.093,Greenstreet,Type 1,0,,,,,DOT,,,,,0,,,
B255B,B255B,B,07,Park,,Prospect Exwy. bet. 4 Ave. and 5 Ave.,Prospect Exwy. bet. 4 Ave. and 5 Ave.,0.113,Other,Mall,0,narrow strip along expressway,,,,DPR,,,,,0,,,
RZ152,RZ152,R,02,GREENSTREET,,Richmond And Rivington,Richmond And Rivington,0.059,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
BS029,BS029,B,11,P.S. 205,,68 St. bet.ween 20 Ave. and 21 Ave.,68 St. bet.ween 20 Ave. and 21 Ave.,0.978,,,0,,,,,DOE,,,,,0,,,
